index,date,venue,num_visitors
78,7/25/2013,museum,858
78,7/25/2013,guestbook,220
79,7/26/2013,online,1957
79,7/26/2013,museum,674
79,7/26/2013,guestbook,325
80,7/27/2013,online,1086
80,7/27/2013,museum,541
80,7/27/2013,guestbook,349
81,7/28/2013,online,1772
81,7/28/2013,museum,792
81,7/28/2013,guestbook,311
82,7/29/2013,online,1041
82,7/29/2013,museum,626
82,7/29/2013,guestbook,376
83,7/30/2013,online,1403
83,7/30/2013,museum,562
83,7/30/2013,guestbook,169
84,7/31/2013,online,1030
84,7/31/2013,museum,892
84,7/31/2013,guestbook,79
85,8/1/2013,online,1880
85,8/1/2013,museum,660
85,8/1/2013,guestbook,24
86,8/2/2013,online,1617
86,8/2/2013,museum,747
86,8/2/2013,guestbook,279
87,8/3/2013,online,1216
87,8/3/2013,museum,917
87,8/3/2013,guestbook,335
88,8/4/2013,online,1083
88,8/4/2013,museum,670
88,8/4/2013,guestbook,293
89,8/5/2013,online,1203
89,8/5/2013,museum,953
89,8/5/2013,guestbook,215
