index,date,venue,num_visitors
17,6/6/2013,Europe,1670
17,6/6/2013,South America,516
17,6/6/2013,Africa,234
17,6/6/2013,Asia,581
17,6/6/2013,Australia,742
17,6/6/2013,Antarctica,3
18,6/7/2013,North America,1606
18,6/7/2013,Europe,1665
18,6/7/2013,South America,737
18,6/7/2013,Africa,497
18,6/7/2013,Asia,554
18,6/7/2013,Australia,640
18,6/7/2013,Antarctica,2
19,6/8/2013,North America,1303
19,6/8/2013,Europe,1894
19,6/8/2013,South America,718
19,6/8/2013,Africa,206
19,6/8/2013,Asia,915
19,6/8/2013,Australia,501
19,6/8/2013,Antarctica,2
20,6/9/2013,North America,1068
20,6/9/2013,Europe,1831
20,6/9/2013,South America,731
20,6/9/2013,Africa,295
20,6/9/2013,Asia,882
20,6/9/2013,Australia,562
20,6/9/2013,Antarctica,4
21,6/10/2013,North America,1991
21,6/10/2013,Europe,1624
21,6/10/2013,South America,601
21,6/10/2013,Africa,239
21,6/10/2013,Asia,548
21,6/10/2013,Australia,868
21,6/10/2013,Antarctica,4
22,6/11/2013,North America,1789
22,6/11/2013,Europe,1646
22,6/11/2013,South America,629
22,6/11/2013,Africa,465
22,6/11/2013,Asia,708
22,6/11/2013,Australia,753
22,6/11/2013,Antarctica,8
23,6/12/2013,North America,1525
23,6/12/2013,Europe,1841
23,6/12/2013,South America,621
23,6/12/2013,Africa,302
23,6/12/2013,Asia,743
23,6/12/2013,Australia,582
23,6/12/2013,Antarctica,10
24,6/13/2013,North America,1661
24,6/13/2013,Europe,1535
24,6/13/2013,South America,852
24,6/13/2013,Africa,328
24,6/13/2013,Asia,578
24,6/13/2013,Australia,661
24,6/13/2013,Antarctica,10
25,6/14/2013,North America,1490
25,6/14/2013,Europe,1535
25,6/14/2013,South America,601
25,6/14/2013,Africa,257
25,6/14/2013,Asia,617
25,6/14/2013,Australia,550
25,6/14/2013,Antarctica,0
26,6/15/2013,North America,1222
26,6/15/2013,Europe,1551
26,6/15/2013,South America,784
26,6/15/2013,Africa,351
26,6/15/2013,Asia,594
26,6/15/2013,Australia,680
26,6/15/2013,Antarctica,8
27,6/16/2013,North America,1921
27,6/16/2013,Europe,1665
27,6/16/2013,South America,816
27,6/16/2013,Africa,439
27,6/16/2013,Asia,651
27,6/16/2013,Australia,613
27,6/16/2013,Antarctica,7
28,6/17/2013,North America,1429
28,6/17/2013,Europe,1503
28,6/17/2013,South America,569
28,6/17/2013,Africa,336
28,6/17/2013,Asia,934
28,6/17/2013,Australia,738
28,6/17/2013,Antarctica,3
29,6/18/2013,North America,1738
29,6/18/2013,Europe,1941
29,6/18/2013,South America,769
29,6/18/2013,Africa,397
29,6/18/2013,Asia,585
29,6/18/2013,Australia,761
29,6/18/2013,Antarctica,10
